ID,Tweet,emo
821,"Because of these great people, yesterday's #Vachikam became super successful.#Rajkot #picoftheday #happy... https://t.co/jUvk9ivOWK",joy_2
822,the #happiness of others makes me #happy and the #kids makes me more #happy the happiness is contagious,joy_2
823,RT @curricula_co: @VirginTrains Lounge #London customers access @curricula_co facilities and services #excited ultimate #experience https:/…,exciting_2
824,Contentment..it has been a feeling well over due for me. However man does it feel so good to get here. #happy #strong ☺️💪🏼,joy_2
825,Make it happen for you. #work #hard #networkmarketing #health #wealth #happy #lifestyle #enjoy https://t.co/CqXNOo2S9j,joy_2
826,Awesome start to the day. #relaxed https://t.co/jtavYIHx6Z,peace_relax
827,@CharlotteWTalk I cried all three types of tears. #happy #sad #angry.,anger_2
828,"#Angry Birds mojis come to #Skype on #Windows, #Mac, #Android, #iOS, and #Web https://t.co/pfbHvKKieP https://t.co/1KWhxduscj",anger_2
829,Cool sculpture! #park #adventure #exploring #travel #nashville #peaceful #walkingmeditation @… https://t.co/fFdI8MYTQr,peace_relax
830,"RT @wedOOtv: Get #excited, the @RollingStones are coming out with a new #album! https://t.co/nFNu2qMM7v #WEDOOTV https://t.co/dvWPV09tZs",exciting_2
831,"@tiavapes I was suppose to get my new joyetech evic mini today and it's not there 😩😩😩 they say they """"delivered"""" it though.  #depressed",sadness_depression
832,"10, yes 10 days to go!! #Excited @punchestownrace  @TextMonkey11 @roonaldinho1234 https://t.co/MBJQFVc1Wo",exciting_2
833,This #watermelon is the most #disappointing #thing I've ever seen in my life https://t.co/kAf5fw37Fo,disappoint_2
834,Just made some changes to my short story and sent it off to my trusty proof-readers / newly appointed beta readers. #excited #amwriting,exciting_2
835,Be #Sexy. Be #Bold. Be #Confident. Be #Stylish. Never settle for less! https://t.co/AxrDqYYJga,confidence_impress
836,#Happy #Monday Wait... #better yet happy only four #days until #Friday Monday #joy #love #lol https://t.co/dJyAXouFQI,joy_2
837,"In terms of hype, G5 &gt. G6 but I think that's because we're missing members of our squad #sad times",sadness_depression
838,@alixklineman That good news!! =D You'll stay one more season in Brazil! Good luck and success!! Kiss. #praiaclube #superliga #happy,joy_2
839,RT @LukeBirch_: When you #Confident as fuck https://t.co/VBSaxXrUUB,confidence_impress
840,#LawOfAttraction for #Healing #LOA https://t.co/JRihMOrjtv  BE #Healthy #Happy #Well #IDWP ! https://t.co/fYxqhfOdrL,joy_2
841,Crazy not a lot of media coverage on this!#word #sad https://t.co/uSWts2siOF,sadness_depression
842,all I gotta do is remind myself that i could not wake up tomorrow &amp. my whole mood changes. #Peaceful,peace_relax
843,I #wish I could be with my #family #today #happy #Holliday #Passover #פסחשמח to all my… https://t.co/twGE4wnyZT,joy_2
844,RT @hayesftseb_: @ddlovato you should be in a action movie bc hell you are gr8! #Confident,confidence_impress
845,Kinda #disappointed with a #PositiveEnergy,disappoint_2
846,"@qthoot i'm silently laughing at your stupidity, and wondering how many more Americans we have failed to educate. #sad",sadness_depression
847,I went public swimming tonight and it was the funnest thing ever in my life😊😊 #happy,joy_2
848,We just love Stressless Saturdays  #furniture #style #interiordesign #vancouverdesigners #happy… https://t.co/VvrPK6YmwX,joy_2
849,RT @BigEbaySales: #CITIZENSOFHUMANITY Men100% Cotton Size 34W x 29L #Distressed Blue #Jeans #Relaxed https://t.co/7PI5GxMusM via @eBay http…,peace_relax
850,Feels strange in my new place @tarawardbooks but I can now do my own cooking #happy,joy_2
851,Feeling #confident &amp. beautiful in my new @ScarlettandJo #plussize dress. Full review on WLL: https://t.co/fBXD3wJDwC https://t.co/3XLQnFpqwE,confidence_impress
852,"Hold up, I was going to buy a new TV today but #PS4 ""Neo"" will be in 4K?!  What do I do w/ my current PS4 @Sony? $sne #confused #angry",anger_2
853,Wow! I would call that a comprehensive collection! There are even a couple of Proctor confessions!!! #impressed https://t.co/tutJKzTUbq,confidence_impress
854,Not happy with @Bell tv today... Have the sports package. Due to the new rules my @BlueJays game is blocked on SN1 :( #Jays #bell #sad #mlb,sadness_depression
855,RT @manishaggarwal5: #Excited &amp. #Finally #TheKapilSharmaShow #LiveShoot #Delhi #11April2016 Thank u @ruslaansayed bro &amp. @neetisimoes di😍 ht…,exciting_2
856,I ran over my first animal today.....#RIP #sorrylittlesquirrel #sad,sadness_depression
857,@Bentalls 4 days ago you declared the issue sorted but still no repair date yet! #poorservice #ignorecustomer #disappointing,disappoint_2
858,RT @JackRoseReal: OMG another legend has died RIP Prince. My thoughts are with his friends and Family #RIP #Legend #music #sad https://t.co…,sadness_depression
859,@subway on Ehrlich &amp. Turner was all out of the good bread. Wth. #disappointed #wheresthegoodbread 😡😡💔💔,disappoint_2
860,#happy #recordstoreday @ Piccadilly Gardens https://t.co/YZEUSOx7rF,joy_2
861,RT @ChrisGetzlaf: Please explain the point of showing the same NHL game on FOUR channels @Sportsnet #fail #missingtheducksgame #angry #fb,anger_2
862,RIP Prince. I tip my raspberry beret to your talent. #ripprince #sad,sadness_depression
863,"@realDonaldTrump You knew/should have known the rules &amp. commitment needed to win, but chose to whine instead #Sad https://t.co/N9GL3ZtcNr",sadness_depression
864,RT ExcuseThePuns_: https://t.co/yiO6129gbj #sad #Motivation,sadness_depression
865,RT @Drudge_Report_: #Angry and frustrated upstate #NEWYORK swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
866,RT @BigEbaySales: #CITIZENSOFHUMANITY Men100% Cotton Size 34W x 29L #Distressed Blue #Jeans #Relaxed https://t.co/7PI5GxMusM via @eBay http…,peace_relax
867,@JanMorganMedia No one should forego treatment. Doctors &amp. discoveries are a gift from God- not sure you can actually prosecute! #Sad :(,sadness_depression
868,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
869,RT @DevikaWood: #Excited to be speaking today @ @RoySocMed on #MedInnov / #Medical #Innovation #MedTech &amp. #London #Startup @PsycApps https:…,exciting_2
870,Amazing #spotify lunch - #fortnumandmason #troyesivan #impressed @ Fortnum &amp. Mason https://t.co/bkcrpPDjBg,confidence_impress
871,@TERIAYABAR Are you opening a shop in Italy? #excited,exciting_2
872,RT @JMRowling: What a lovely place for a coffee and chocolate. #margaretriverchocolatefactory  #MargaretRiver #chocolate #peaceful https://…,peace_relax
873,@NBCTheVoice I'd vote but I can't find a way to do it without the app! #frustrated,disgust_frustration
874,Sat waiting for little mix #GetWeirdTourLeeds  #excited @LittleMix,exciting_2
875,#Depressed? Here are 2 things you can do to improve your #mood! @nicoledeavilla #30SecondMom @nytimeswell #health https://t.co/x6VwSmZPyo,sadness_depression
876,Pregnancy can be many things but is always beautiful and magical #grateful #mama #babyboy #joy #life #love #miracles https://t.co/Fo40jb17sS,joy_2
877,I love my room. So relaxing 🤗 #grey #lauraashley #design #love #relaxed #cow #beautiful https://t.co/2FCkgM1bkY,peace_relax
878,Disgusting customer service from @Sephora ! #angry,anger_2
879,@FunnyGirl_UK matinee today. Can't wait. #excited.,exciting_2
880,Free yourself from shaving with Advanced Aesthetics Ocala! #ShavingProbs #Confident #SummerTime #NCFL https://t.co/jfCY2MySYw,confidence_impress
881,--------------&gt.  Ali  Tmak @Ali_Tmak  Wishes #Happy  Holidays ... https://t.co/OioN1Ijl6M,joy_2
882,@TracyLeigh01 You don't want to piss Kevin off..... #tease #angry spider,anger_2
883,As I bleed to death...#blood #razor #blade #slit #suicide #depressed #miserable #slowlydying… https://t.co/CZEgDZruO0,sadness_depression
884,@BankrollAshxo These two are thirsty af.  #RIP Prince #Desperate,sadness_depression
885,Can't stop looking at wedding stuff today 🙊😍 #excited #loveweddingplanning,exciting_2
886,RT @annettemcbrid17: Why #Fans Who Bought #KylieJenner's Lip Kit Before It Sold Out Are #Angry  https://t.co/u4l01y9aCQ,anger_2
887,Angry Birds Food https://t.co/VTUdv1fWEk  #Angry #Birds https://t.co/omYRqJghn9,anger_2
888,Feels so good getting what I want.  Betcha can't do it like me. 😝 #Happy https://t.co/OrQ8hAAD1t,joy_2
889,@OxfordshireCC #disgusted #badcouncil sewage in east Hendred 'not our problem' says emergency line at OCC - fabulous with a 9 month baby,disgust_frustration
890,Sometimes I am to fast angry  So I hurt the wrong people #angry #pain #RealLife #Dutch #help #Lipstickshore #lesbian #gay #relationship,anger_2
891,"@TehRedZone @TehJamJar Just submitted my whitelist application ! So excited, took me and @TheBoobatron over two hours to do ! #excited",exciting_2
892,really enjoying my vibe right now 😌 #FreeMind #Peaceful,peace_relax
893,the_taglet16: War of the world #lego #ironman #loki #war #world #angry #vilage https://t.co/h6aB52wfG5,anger_2
894,Brian Johnson Releases Statement Concerning AC/DC Departure https://t.co/95JK8qp56h @Loudwire #brianjohnson #acdc #sad,sadness_depression
895,4th grader wins contest by reciting #pi to more than 80 digits! #Impressive,confidence_impress
896,.@MichelleSegar explains how to plant seeds for a lifetime of good health &amp. physical activity. https://t.co/KmQjz39HtH @USNewsHealth #joy,joy_2
897,I am here. Breathing in life by the second. #joy,joy_2
898,When screaming at the top of your lungs just ain't enough... Ugh #Frustrated,disgust_frustration
899,"@Leanne_xO  calls herself an @Eminem fan, yet doesnt know his songs #disappointing",disappoint_2
900,How many damn playoff failures y'all gon put up with? @washcaps   #disappointed,disappoint_2
901,#matchedbetting : The #joy and #freedom of being #selfemployed - Now out of the #office for a few&gt. https://t.co/iLXPRQ4vM3,joy_2
902,"still upset about Nicole Beharie- #SleepyHollow. Add 2 that #Castle news about budget, Stana cut 4 $$. Gillian Anderson pay #XFiles  #ANGRY",anger_2
903,David Attenborough is running for MAYOR OF LONDON #excited,exciting_2
904,"Hinterland in English back on Saturday, best news I've heard all day! Saturday nights just got better #excited #Hinterland",exciting_2
905,How to make #confident decisions! #selfesteem #confidence https://t.co/ChMZFwUHUy https://t.co/lnIDR82iab,confidence_impress
906,.@Bobthebalder on #Periscope: #30secthursday Queen's I Want To Break Free #Happy Birthday Your Majesty https://t.co/Zg1OaNASRO,joy_2
907,Great way to enjoy a Sunday! #beachlife #relaxed #peaceful https://t.co/N0evjeTFUf,peace_relax
908,Another good young manager about to be sacked... #disappointed,disappoint_2
909,@MicrosoftHelps @Microsoft I think I may buy a new laptop and Bill you for the cost!! #angry #annoyed,anger_2
910,RT @BaskovecB: @camerondallas OMFG i am crying right now because my mum doesnt let me go to #MagconEurope 😭😭😭 this is so unfair #sad #angry…,anger_2
911,To weekend  #nice #china #beautiful #happy #fashion #food #swag #amazing  #fashion #igers #fun #summer #lovely  #streetstyle  #smile #styli…,joy_2
912,$14.89 Off Sale #Angry Little Girls You Scare Me Babydoll T-Shirt https://t.co/SvpBiAeyYE https://t.co/4ID7bcSkOu,anger_2
913,Thank you for your amazing world-class service @Marriott @MarriottRewards. Your entire team in Atlanta Midtown excels in everything. #Happy,joy_2
914,#Impressive-City-Views #home #decor https://t.co/tBCP1jeIRS Spectacular Manhattan Penthouse With ... https://t.co/H6whKobYyP,confidence_impress
915,For F*** sake...people need to communicate things to me...#Annoyed #frustrated. 😠😡 xxx,disgust_frustration
916,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
917,Uhm what's up with EarlyBird @SouthwestAir?? B boarding group?? Not worth the $90 for three of us 😐 #disappointed https://t.co/PHgDTo3byC,disappoint_2
918,A comprehensive template to change your #depressed mind to a #growth #mindset. https://t.co/KhDNsvXMJO,sadness_depression
919,#blacknwhite #Angry bull up: You will dominate your bull and you will direct it whatever you want it to do. When https://t.co/EEsAa1bg45,anger_2
920,add me on line. i only have three friends. #sad,sadness_depression
921,I am tranquil. #I_AM #positive #affirmation #happy  https://t.co/kr23afAs5S https://t.co/qwRb0sJtdS,joy_2
922,#interactive #Angry bull up: You will dominate your bull and you will direct it whatever you want it to do. When https://t.co/ngkjHsUyXE,anger_2
923,I caught some people making #memories 😍 #candid #beautiful #peaceful #happy #family… https://t.co/DMjoS1Fws7,joy_2
924,RT @SonaStylish: @shahidkapoor Pls have a look at dis Shahid🙏🙏my edit 4u💕☺🌹 #UdtaPunjab #UdtaShahid #TommySingh #Excited😍 Hope u like https…,exciting_2
925,Work to mend the #marriage or work to end it. Both paths can be #peaceful. The #Yoga of #Divorce employs reflective #mediation.,peace_relax
926,A #desperate attempt by a #corporation  to bandwagon on success of a movie that has #fuck all to do with #cars https://t.co/I7lx87Itjj,sadness_depression
927,11 top good mood builders https://t.co/duECYEGjwa #goodmood #happy #mompreneur,joy_2
928,I've never been his biggest fan but to hear he blew an opportunity others would kill for #disappointed #stayhumble https://t.co/JTTkwlbSjG,disappoint_2
929,RT @Phillip_Blond: “In #EU we need to create forces able to speak with the #angry #voters.” #GLOBSEC2016,anger_2
930,#Happy Thursday!!#beyou#bedistinctive… https://t.co/YeEi1zgLAP,joy_2
931,"Last night's result was more than #disappointing, forget the title, stay in the #top4 and if possible above #spurs @Arsenal #painful #EPL",disappoint_2
932,"RT @archerystick: @janimine But Miss Jani, we've been told by the #Libtards here in the #USSA that #Islams a #Peaceful #Cult.... I mean #Re…",peace_relax
933,@r_luba   Indeed.... the Children Of Israel that didn't make in... did not get to know that #Rest.... Most sad... HIS #Rest is #Peaceful.,peace_relax
934,Feeling good! 😘 #happy,joy_2
935,https://t.co/oim9FCc5k2 For The Record : #Honorkilling is #Peaceful,peace_relax
936,#highered #Angry gorilla simulator: You need to do to adapt to the environment. The need to tear the city. Materi https://t.co/ubSdJKs7VZ,anger_2
937,#desperate attempt to discredit Bernie sanders. Pathetic #BernieAtTheVatican  https://t.co/cjfiKC2ePp,sadness_depression
938,When u feel like u can't cope much more. Fed up of being put down  #angry #upset  #stressed,anger_2
939,RT @NewsBreaksLive: #Angry and frustrated upstate #NewYork swings behind #Trump https://t.co/g8mYS7h0O1,anger_2
940,"Majority of users #frustrated by disruptive ads, aware of ad blocking https://t.co/EQg53CZIHq https://t.co/3Tc42MbTNi",disgust_frustration
941,#LOVE is caring for each other even when your #angry https://t.co/ZBo9ber8KF,anger_2
942,"@barbershopmovie should be ashamed rating #barbershopthenext ""PG13"" Really? ..Good message, not so good execution!  #disappointed #justsayin",disappoint_2
943,My Sunday night consisted of a cleaning up a mess from a broken valve. #somuchwater #wetfloors #sad https://t.co/CTEwT5UDm2,sadness_depression
944,watched the trailer of suicide squad for 3 times😁 #excited,exciting_2
945,RT @_WatchMariWork_: Ooooohhh👀👀 Def can't miss this!! #excited #thewaitisover 👏🏾👏🏾 https://t.co/NwEtNGX0EY,exciting_2
946,RT @tashamanshahar: Fitting session. #countingdays #excited 🙈😅😍💖 https://t.co/nrYbIPeiGs,exciting_2
947,"RT @2Happenstance: #determined, #focused, #confident, and from your #soul...you #choose to be #giving &amp. #loving towards others...that is wh…",confidence_impress
948,It's race day for our lucky viewers! Some veterans in the crowd! Brought their own gear! #impressed #CTVTopKarting https://t.co/xLqPQGtP6f,confidence_impress
949,RT @alexanderwegs: I think I know about two or three people who aren't fucking snakes #sad,sadness_depression
950,Logan is a useless faggot who thinks I'm more important than lewds #disappointed,disappoint_2
951,"RT @BelvoirCastle: #weddinghour   Rose garden in June &amp. July enjoy the views, scents of roses and drinks #photos. #relaxed atmosphere! http…",peace_relax
952,RT @Lizbethfeelings: #relax #peaceful Sounds of the sea waves is all I need now.🌊🌊 https://t.co/9kQ9mgqMCn,peace_relax
953,"You mess with me, it's fine, you mess with my Mom, I swear I will make your life hell. #Thoughts #Angry #Life",anger_2
954,@weirdo2_0 you truly are living up to my expectations #sarcasm #dontbringthebabyhome #disappointed,disappoint_2
955,"jab sarre softwares fail ho jye ek background remove krne par, n u were like "" kia faida itne complex softwares ka "" :/ #angry",anger_2
956,"RT @wyd_en: In 100 days we will be with Cardinal Stanislaw Dziwisz, at the opening ceremony of #WYD #Krakow2016 #excited https://t.co/xXYac…",exciting_2
957,Watch: Find Out what made the Birds Angry in the Trailer of &amp.#039.The Angry Birds&amp.#039. #angry https://t.co/u6dBaBaBm4,anger_2
958,DATING GAME SO STRONG | Undertale 4 https://t.co/V0caZTZlBg @YouTube #Undertale #Rejected #IllJustBeOverHere #TryNotToCry #Cry #Sad,sadness_depression
959,Time to go do this beach thing! Catch you all later peeps #beachday #tanning #naked #relaxed #mylife,peace_relax
960,I love Farley Mount. Such a beautifully peaceful place #winchester #farleymount #peaceful #dogwalk https://t.co/lu2OfLatoJ,peace_relax
961,Found time to #appreciate just a simple moment of #peaceful sights &amp. distant sounds on a rainy… https://t.co/LIe0sCQnhg,peace_relax
962,#coloradosprings #Angry gorilla simulator: You need to do to adapt to the environment. The need to tear the city. https://t.co/PptR0osCCi,anger_2
963,We win!     #winning #win #winner #success #fun #love #money #motivation #blessed #fitness #happy #football #topran… https://t.co/SJbCyT8YT2,joy_2
964,Took over my missis new unit and made my psp stash #retrogaming #psp #angry girlfriend https://t.co/LVqlTCk02S,anger_2
965,@tedcruz you look #desperate you are dropping like a rock because you now seen as the #Liar &amp. #hypocrite you are https://t.co/9vx80stAPR,sadness_depression
966,"""I've spent over three years waiting for you to come home, But now I've come to terms With you leaving me alone"" #poetry #sad #sketcheli #rx",sadness_depression
967,#flashback #weddingseason #excited #abweddings by timberhouseresort https://t.co/kBJmXUAEJx https://t.co/S4IL2L3wu3,exciting_2
968,A beautiful day is sometimes all you need to smile! #sunny #sunday #smile #joy #relax #summer… https://t.co/ImTEdvaPXy,joy_2
969,Our new shipment of canvas has arrived! 🙂👏🏼🚚 #excited https://t.co/xN5nyWrGj4,exciting_2
970,#Happy Earth day 🌍🌎🌏 https://t.co/8ImOKhePxH,joy_2
971,RT @VS_Artist: #HandsToMyself VS #Confident  RT for Selena Gomez LIKE for Demi Lovato https://t.co/jKw37rWdpF,confidence_impress
972,RT @blondelatte_: Amazing customer service @flingfootwear #excited to receive my shoes #fbloggers #mystyle,exciting_2
973,"RT @wyd_en: In 100 days we will be with Cardinal Stanislaw Dziwisz, at the opening ceremony of #WYD #Krakow2016 #excited https://t.co/xXYac…",exciting_2
974,RT @ManHeeLeePeace: To me the #outcome of #war is unfortunate and #terrible. Let's make #peaceful #world. #peace #525hifive #peacewalk http…,peace_relax
975,happy PPT Template - https://t.co/2XrIq0LLsR  #ppt #powerpoint #slide #happy,joy_2
976,Crazy ass #spiced #angry #whopper #BurgerKing #india #myblrstories #junknight with asif.auther @… https://t.co/QjQhaZlVAT,anger_2
977,#motorcyle #Angry bull up: You will dominate your bull and you will direct it whatever you want it to do. When yo https://t.co/UemVbu1sMD,anger_2
978,No single word for #OccupiedKashmir in IK speeches in #London #Disappointed #PMLN_KillersAndLooters,disappoint_2
979,20% off theBalm Cosmetics this weekend starting Today! #excited #thebalmeu #inthebalmofyourhand… https://t.co/IylqlfLwyK,exciting_2
980,RT @LukeBirch_: When you #Confident as fuck https://t.co/VBSaxXrUUB,confidence_impress
981,This #watermelon is the most #disappointing #thing I've ever seen in my life https://t.co/LYW869JXVk,disappoint_2
982,"We all have our prejudices in different areas. When it comes to other people, most simply don't show it.  #peaceful",peace_relax
983,RT @_NigerianFacts: More than 100 Nigerians were killed in religious riots caused by comments on the Miss World contest in November of 2002…,sadness_depression
984,Looking forward to the evenings when I can sit on the deck with a good book. #Peaceful,peace_relax
985,Never get tired sleeping. #FBF #FF #lol #happy #fun #enjoy #smile #laugh #life #rofl -credits 9gag https://t.co/VeD4oiaX3C,joy_2
986,This weekend is #rails #girls #Rotterdam @firmhouse! I will be coaching and my wife @marmar_marija will be learning Rails :D. #excited #ruby,exciting_2
987,"The approach to taking action for #peaceful and #inclusive societies is multifaceted! Read, https://t.co/Nmyxhc22Uh",peace_relax
988,"Zoe: """"I don't want to leave because Nicole is amazing."""" My niece knows how to make me feel good. :) #blessed #happy",joy_2
989,@SchollIND how is this #gel #shoeliner going to help me?  The pad does not cover the sole of my foot! #disappointed https://t.co/kyVjpK6RJF,disappoint_2
990,Final Day 15%off storewide #Affordable #Quality merchandise  @zazzle Use Code 15OFFWEEKEND @C/O #Happy #Shopping  https://t.co/vX7SC3lXOh,joy_2
991,frases de moda #follow #photooftheday #happy #beautiful #girl picoftheday #like   https://t.co/h14XfXHNDg,joy_2
992,Preparing for tomos lakad!!! #excited,exciting_2
993,"When you start #pissingoff and #disappointing others, it's best to back away and #regroup #illbeoverhere",disappoint_2
994,⛵ Lovely day! 😊 #Patras #Greece #marina #boats #peaceful #nice #view #clear #blue #sunny #warm… https://t.co/T876xuyyDS,peace_relax
995,I'm really amazed that I can cook myself a decent meal when I'm home alone. #Impressed,confidence_impress
996,The #dogs are about to go hungry this month if we cant raise funds #desperate https://t.co/Pd8k7vn4N7 https://t.co/Pnr1cxjs2O,sadness_depression
997,Seriously I don't know what's more #disappointing: my life right now or the #GoTSeason6 premiere #GameofThrones,disappoint_2
998,Get #CONFIDENT now: https://t.co/lmufYgTYe2,confidence_impress
999,RT @feathersntoast: How to be #confident darling. Its all in the #sandwich. https://t.co/vrLoHG3UBB #vlog #style #sandwichtherapy,confidence_impress
1000,RT @OnAirWithRyan: Have not stopped listening to this for over 72 hours. Who is with us?? 😍 #Lovatics #Confident https://t.co/P2uoPzrnn8,confidence_impress
1001,RT @Drudge_Report_: #Angry and frustrated upstate #NY swings behind #Trump... https://t.co/ebaV4QtoPb,anger_2
1002,@YMCADLG @artistshouses  fantastic launch @alimullan #excited to have all our art work hanging :-) https://t.co/wnGIOLX4cv,exciting_2
1003,So many emotions running through my head and they aren't good! 😢 #stressed #feelingblue #depressed #jobless #letgo #sicktomystomach,sadness_depression
1004,#Happy Saturday #relax#beach#shop#sales#gifts#ocean#island life#lovefl#beads#sand#surf#waves https://t.co/0tObHAaWNS,joy_2
1005,Robbie Gray not having a good night just put a guy down off the ball! #angry #frustrated #AFLPowerCats,disgust_frustration
1006,RT @zenvictoriaa: I#SexyPhysicist t #NYU #college #excited #ForensicScientist #LuminosityFormula https://t.co/FxRdNgpCDy,exciting_2
1007,When life has its perks... #snapchat #letitgo #frozen #blackandwhite #video #happy #moments… https://t.co/IlDRSKPSTf,joy_2
1008,and why not??? #frustrated https://t.co/hRADmyZDV9,disgust_frustration
1009,Is anybody @Avis there?  I'm waiting on additional help via direct message on an issue I've been trying to resolve since noon #frustrated,disgust_frustration
1010,"No matter how perfect a day turns out to be, there will always be a buzzkill... #disappointing",disappoint_2
1011,@andylassner good one lol #frustrated at the moment #BELIEVE #LAKings can comeback! #GKG @GustlTweets #nhlplayoffs  https://t.co/l7bs4BNx5l,disgust_frustration
1012,@KellyO @MSNBC @BernieSanders #desperate whiner#,sadness_depression
1013,Great to be at @Andoverbaptist tonight - our old church! Great to speak to ladies here! #excited https://t.co/OfaOyKMSjs,exciting_2
1014,#GoodwalaMorin tweepees. .... #happy #HanumanJayanti #RamRam #JaiSaiRam,joy_2
1015,This is one of those sit in the quiet and listen to the rain kind of days. #Peaceful,peace_relax
1016,@StarbucksUK Had a gingerbread latte from the drive through store in Uttoxeter. #disgusting Must have put 3 shots of syrup in! #disappointed,disappoint_2
1017,Ever been this #angry when you didn't get the #job ??? #recruitmentstories #interviewtips #dontdoit https://t.co/9pcdWvB918,anger_2
1018,I'm so excited!! #happy #monday #newday #newweek #endless #love #possibilities #itsgoingtobegood… https://t.co/QFr2H32rfu,joy_2
1019,Old man  #iphoneSE #oldman #toasted #relaxed https://t.co/vVE7BbzjUt,peace_relax
1020,RT @CaribbeanInfo: Life just Keeps getting better: https://t.co/gkejM64sbN via @MzKatieCassidy #peaceful #stbarths https://t.co/6fM5Xpzv9z…,peace_relax
1021,1 hour to go........ #excited,exciting_2
1022,Celebrating Papitos 4th Birthday #feliz #happy #mybabies #mylife #mylove #iloveyou #ilovemydogs… https://t.co/QVIaXUjcAh,joy_2
1023,angry young men dramatists Powerpoint Templates - https://t.co/6KKL0t61Y9  #powerpoint #slide #angry #young #men #dramatists,anger_2
1024,2/2 that sounds eriely similar to us with a different name don't worry its not us #grrr #angry #wtf #cantkeepusdown #comeback,anger_2
1025,"@GaryBarlow how """"soon"""" now? #excited https://t.co/OKx6pCOE32",exciting_2
1026,Why do people have to smoke with other people in the car? #disgusted,disgust_frustration
1027,"When I Feel #Angry is a children's story about recognizing, expressing and managing anger. #Printabl https://t.co/pZv3y9kHef",anger_2
1028,#author #ebook #marketing for £60pa. https://t.co/magw0bBuRY #celebrate #photooftheday #instagood #candle #candles #happy #young,joy_2
1029,@cleary1883 Cleary Cougars - 2015 USCAA National Champions - Men's Golf #impressive https://t.co/iJ9ArY9zlz,confidence_impress
1030,What do u do when @CarMax sells u a crappy car and they won't take it back? Ugh!! #frustrated #lemoncar #pieceofcrap,disgust_frustration
1031,RT @iqrarulhassan: We don't expect from a member of National Assembly and a Fedral Minister to go this low... #sad #shameful https://t.co/o…,sadness_depression
1032,I really learned my lesson this past weekend: I can't let people take advantage of me on any front. #hurt #frustrated,disgust_frustration
1033,RT @pucchushini: WHEN SHE SMILE's ??? : Demi Lovato PLEaSe FoLLoW 🙏🙏🙏  yOu'Re AwEsOmE AF😍   #Confident #CoolForTheSummerVMA 😍👍❤ http://t.co…,confidence_impress
1034,Feeling good about myself. :) #FeelingGood #Confident https://t.co/mtYVYMvrtf,confidence_impress
1035,This #watermelon is the most #disappointing #thing I've ever seen in my life https://t.co/d4bOFZYEoN,disappoint_2
1036,RT @iqrarulhassan: We don't expect from a member of National Assembly and a Fedral Minister to go this low... #sad #shameful https://t.co/o…,sadness_depression
1037,"RT @TrainingMindful: ""Peace means solving differences through #peaceful means. through dialogue, #education, knowledge. and through humane…",peace_relax
1038,everywhere I want to be! #ocean #beach #sun #sand #sea #seaturtles #waves #peace #peaceful https://t.co/fQPhPLJmU4 https://t.co/m8uCmo05o7,peace_relax
1039,Thanks @RoyalCaribPR ruined clients wedding #anniversary cancelled #EmpressOfTheSeas only 4 days notice. #poorcustomerservice #disappointed,disappoint_2
1040,How can you become a #pregnant? #Desperate to be a #mother? https://t.co/HdMnBmG6XI,sadness_depression
1041,"It's now officially baseball season for me. Congrats pens, your team played with more heart this year. #disappointed @NYRangers",disappoint_2
1042,RT @ManHeeLeePeace: To me the #outcome of #war is unfortunate and #terrible. Let's make #peaceful #world. #peace #525hifive #peacewalk http…,peace_relax
1043,The blue screen of death has been a bit remodelled... #disappointing https://t.co/bxFkPdDKQR,disappoint_2
1044,RT @Jayna_22: I am excited to go to Lake George with my bestfriends/softball team @LexieWeil @macy_kane @tori_staker .) #excited,exciting_2
1045,Be #angry and yet do not sin. do not let the sun go down on your #anger. Ephesians 4:26 #votd #verseoftheday #workitout,anger_2
1046,Final flight. The #steward looked #amazed when I expressed #disappointment that the #flight was just 7 hours. #settlingin #familiar #sad 😂,sadness_depression
1047,@shivaajisatam #HAPPY BIRTHDAY ACP SIR 😊😍😘 LOVE U............♥♥ https://t.co/a5MzSS3Tsy,joy_2
1048,RT @KurtSchlichter: Whiny bitch who failed to prepare blames the system everyone knew about for his failure to perform. #Sad https://t.co/G…,sadness_depression
1049,@McDonalds #westbridgford 5 days left of #monopoly and I get 2 stickers in a wrap meal? #angry #annoyed #iwantmystickersplease,anger_2
1050,"Getting comfy, ready to see @DerrenBrown live at the mayflower!!!  #excited",exciting_2
1051,Went on a 6 am walk listening to @WeHaveCurses wrote 2 New songs. #inspired #relaxed #music,peace_relax
1052,#6secondsofcalm #vinepostcard #peaceful (Vine by @denis_shakir) https://t.co/Dd2dTFoZa6,peace_relax
1053,Selected by professional curators and published in Artfreelife #happy https://t.co/pITEY2aCOD,joy_2
1054,RT @AshWagner2010: Thanks for the great show Portland! Now home for a day before I head out to #TeamChallenge in Spokane! #excited #alsotir…,exciting_2
1055,"RT @TrainingMindful: ""If in our daily life we can smile, if we can be #peaceful and happy, not only we, but everyone will profit from it.""…",peace_relax
1056,"Incredible opportunity to have NY Times Bestselling Author, @Rodd_Wagner share his rules to engage employees. #happy https://t.co/ucrA9jBYo5",joy_2
